dataset,scene,method,num_disparities,all_pixels_gt,all_pixels_valid_pred,all_coverage_percent,all_mae,all_rmse,all_bad1_percent,all_bad2_percent,all_bad4_percent,nocc_pixels_gt,nocc_pixels_valid_pred,nocc_coverage_percent,nocc_mae,nocc_rmse,nocc_bad1_percent,nocc_bad2_percent,nocc_bad4_percent,point_cloud_points
ETH3D,playground_3s,sgbm_bilateral,128,92958,84949,91.38428107317283,0.4285838007926941,1.3036301136016846,6.030677229867332,4.177800798125935,2.1401075939681458,87366,82943,94.93738983128448,0.4228113889694214,1.292279839515686,5.82448187309357,4.067853827327201,2.095414923501682,82943
ETH3D,terrace_1s,bm,128,139421,97010,69.58062271824187,0.1940428912639618,0.8969781398773193,1.7781671992578085,0.8463045046902382,0.6050922585300484,132547,92460,69.75638829999924,0.1963191032409668,0.914866030216217,1.7131732641142114,0.8641574735020549,0.6294613887086308,92460
ETH3D,terrace_1s,sgbm,128,139421,102437,73.47314966898817,2.0417330265045166,11.030367851257324,5.686421898337515,3.991721741167742,3.5885471070023525,132547,97741,73.74063539725532,2.114108085632324,11.248380661010742,5.747843791244207,4.096540857981809,3.733336061632273,97741
ETH3D,terrace_1s,sgbm_bilateral,128,139421,102437,73.47314966898817,2.028442144393921,10.990645408630371,5.660064234602732,4.043460858869354,3.4919023399748137,132547,97741,73.74063539725532,2.1004252433776855,11.20779800415039,5.701803746636519,4.18043605037804,3.6340941877001467,97741
ETH3D,terrace_2s,bm,128,164541,109077,66.29168413951538,0.2557481825351715,1.3991143703460693,3.7349762094667067,1.8500692171585211,0.6665016456264841,160672,107519,66.91831806413066,0.23065803945064545,1.140213131904602,3.019931360968759,1.433235056129614,0.4920060640444945,107519
ETH3D,terrace_2s,sgbm,128,164541,126375,76.80456542746185,0.27831095457077026,0.5235215425491333,3.658160237388724,1.1125618199802176,0.36716122650840755,160672,124513,77.49514538936467,0.2635065019130707,0.4732160270214081,3.06393709893746,0.8143727964148322,0.24334808413579304,124513
ETH3D,terrace_2s,sgbm_bilateral,128,164541,126375,76.80456542746185,0.27751022577285767,0.5393799543380737,4.386943620178042,1.3958456973293767,0.3584569732937686,160672,124513,77.49514538936467,0.2621381878852844,0.4900803864002228,3.7706906106189715,1.103499233011814,0.233710536249227,124513
ETH3D,terrains_1l,bm,128,407419,175339,43.03652996055657,0.45575013756752014,3.5382578372955322,4.271725058315606,0.8047268434290147,0.6707007568196465,392592,173461,44.18352895627012,0.45278027653694153,3.556020975112915,3.986486876012475,0.8094038429387586,0.677962193230755,173461
ETH3D,terrains_1l,sgbm,128,407419,306702,75.2792579629325,1.9097914695739746,5.857509136199951,20.74652268325606,10.471076158616507,6.51316261387275,392592,304682,77.60779638912663,1.917506217956543,5.876301288604736,20.675655273366985,10.518179610216553,6.55601578038742,200000
ETH3D,terrains_1l,sgbm_bilateral,128,407419,306702,75.2792579629325,2.1330902576446533,6.148579120635986,22.802264086963895,14.254227230340852,9.536292557596624,392592,304682,77.60779638912663,2.1419103145599365,6.168214797973633,22.734523207803544,14.318863602050664,9.592952652273517,200000
ETH3D,terrains_1s,bm,128,272615,141366,51.855547200264105,0.2530464828014374,1.5296968221664429,3.235572910034945,0.6550372791194488,0.41523421473338706,255350,140975,55.20853730174271,0.25253868103027344,1.5314464569091797,3.2069515871608436,0.6568540521369037,0.4163858840219897,140975
ETH3D,terrains_1s,sgbm,128,272615,204592,75.04796141078077,0.9034202694892883,3.704500436782837,13.762512708219285,6.091147258934856,2.290412137326973,255350,204070,79.9177599373409,0.9040677547454834,3.707720994949341,13.75802420737982,6.103297887979615,2.294310775714216,200000
ETH3D,terrains_1s,sgbm_bilateral,128,272615,204592,75.04796141078077,0.9566179513931274,3.746150493621826,14.635958395245172,7.577031359974974,3.534840071948072,255350,204070,79.9177599373409,0.9568940997123718,3.749394655227661,14.61410300387122,7.575341794482285,3.5399617778213357,200000
ETH3D,terrains_2l,bm,128,265350,52946,19.95326926700584,0.8833309412002563,4.952016353607178,8.07426434480414,3.8662033014769768,2.366562157670079,262738,52781,20.088833743120524,0.8821992874145508,4.958846092224121,7.946041189064247,3.808188552698888,2.3720657054621928,52781
ETH3D,terrains_2l,sgbm,128,265350,194775,73.40305257207463,2.206395149230957,8.071090698242188,24.754716981132074,10.508535489667565,5.714799127198049,262738,194456,74.01137254603445,2.2081844806671143,8.077248573303223,24.73772987205332,10.499547455465503,5.719545809849015,194456
ETH3D,terrains_2l,sgbm_bilateral,128,265350,194775,73.40305257207463,2.5130794048309326,8.265375137329102,28.978565010910025,16.750096264921062,9.757412398921833,262738,194456,74.01137254603445,2.5154616832733154,8.27182388305664,28.970049779898794,16.74980458304192,9.771362159048834,194456
ETH3D,terrains_2s,bm,128,198761,34249,17.23124757875036,1.1063783168792725,5.558038711547852,9.614879266547929,5.6556395807176845,4.344652398610179,191603,34201,17.84992928085677,1.1047024726867676,5.558325290679932,9.520189468144206,5.613870939446215,4.3478260869565215,34201
ETH3D,terrains_2s,sgbm,128,198761,148296,74.61021025251434,3.1668529510498047,8.372326850891113,26.80719641797486,14.765738792684902,11.913335491179803,191603,148180,77.33699367963968,3.1668360233306885,8.373794555664062,26.769469564043728,14.750978539613982,11.915238223781886,148180
ETH3D,terrains_2s,sgbm_bilateral,128,198761,148296,74.61021025251434,3.511305093765259,9.064924240112305,27.653476830123537,17.158251065436694,13.329422236607865,191603,148180,77.33699367963968,3.5114548206329346,9.066326141357422,27.619111890943447,17.150762586044,13.330408962073154,148180
